CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME
CHEMBL2387224	1563998	CHEMBL2387224	1563998		46	350.2	3.21	71.09	0	Clc1cccc(Cl)c1C(=O)Nc2ccnc(NC(=O)C3CC3)c2	13433612	Ki	=	111	nM	6.96	Ki	=	111	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	979732	CHEMBL2421777	B	Inhibition of CDK9 (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	9	Protein	Pkinase	high	74598	CHEMBL2417497	23867602	Eur. J. Med. Chem.	2013	67		175			
CHEMBL1972339	1293630	CHEMBL1972339	1293630		SID103904521	383.42	5.48	59.39	1	Cc1n[nH]c2ccc(cc12)c3nnn(Cc4ccccc4)c3c5ccc(F)cc5	9665812	Ki	=	125.89	nM	6.9	pKi	=	6.9		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809279	CHEMBL1963831	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK9	7	PubChem BioAssays				Autocuration	BAO_0000019	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1979933	1301224	CHEMBL1979933	1301224		SID103904617	325.3	3.92	100.03	0	OC(=O)c1ccccc1Nc2ncnc(Nc3cccc(F)c3)n2	9661714	Ki	=	158.49	nM	6.8	pKi	=	6.8		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809279	CHEMBL1963831	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK9	7	PubChem BioAssays				Autocuration	BAO_0000019	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1967662	1288953	CHEMBL1967662	1288953		SID103904261	358.87	3.91	73.83	0	CC(C)(CO)CCCNc1cc(cc(Cl)n1)c2c[nH]c3ncccc23	9661752	Ki	=	158.49	nM	6.8	pKi	=	6.8		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809279	CHEMBL1963831	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK9	7	PubChem BioAssays				Autocuration	BAO_0000019	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1965702	1286993	CHEMBL1965702	1286993		SID103904223	370.88	3.72	69.72	0	CN(C)C1CCCC(C1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34	9661724	Ki	=	199.53	nM	6.7	pKi	=	6.7		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809279	CHEMBL1963831	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK9	7	PubChem BioAssays				Autocuration	BAO_0000019	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1991674	1312965	CHEMBL1991674	1312965		SID103904216	343.81	2.86	86.72	0	OC1CCC(CC1)Nc2cc(Cl)nc(n2)c3c[nH]c4ncccc34	9661687	Ki	=	251.19	nM	6.6	pKi	=	6.6		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809279	CHEMBL1963831	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK9	7	PubChem BioAssays				Autocuration	BAO_0000019	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1084969	632023	CHEMBL1084969	632023		21	409.51	2.27	128.51	0	CC(=O)N1CCN(CC1)c2ccc(Nc3nccc(n3)c4sc(N)nc4C)cc2	3304941	Ki	=	264	nM	6.58	Ki	=	264	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	634458	CHEMBL1119484	B	Inhibition of CDK9	1	Scientific Literature				Autocuration	BAO_0000357	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	8	Homologous protein			51347	CHEMBL1155519	20462263	J. Med. Chem.	2010	53	11	4367			
CHEMBL1983111	1304402	CHEMBL1983111	1304402		SID103904739	474.48	3.02	99.25	0	CC(=O)NCC(=O)N1C2CCC1c3cc(Nc4ncc(c(NC5CCC5)n4)C(F)(F)F)ccc23	9665874	Ki	=	316.23	nM	6.5	pKi	=	6.5		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809279	CHEMBL1963831	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK9	7	PubChem BioAssays				Autocuration	BAO_0000019	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1985681	1306972	CHEMBL1985681	1306972		SID103905573	305.33	1.89	86.01	0	OC1CCCc2nc(ccc12)C3C(=O)Nc4ccc(cc34)C#N	9661684	Ki	=	630.96	nM	6.2	pKi	=	6.2		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809279	CHEMBL1963831	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK9	7	PubChem BioAssays				Autocuration	BAO_0000019	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1978195	1299486	CHEMBL1978195	1299486		SID103904986	333.2	3.1	84.22	0	NC(=O)c1cc2c(cncc2s1)c3ccc(Br)cc3	9661681	Ki	=	630.96	nM	6.2	pKi	=	6.2		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809279	CHEMBL1963831	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK9	7	PubChem BioAssays				Autocuration	BAO_0000019	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1992231	1313522	CHEMBL1992231	1313522		SID103904615	325.3	3.92	100.03	0	OC(=O)c1ccccc1Nc2ncnc(Nc3ccc(F)cc3)n2	9665872	Ki	=	794.33	nM	6.1	pKi	=	6.1		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809279	CHEMBL1963831	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK9	7	PubChem BioAssays				Autocuration	BAO_0000019	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1975923	1297214	CHEMBL1975923	1297214		SID103905177	316.35	1.92	129.8	0	CC(CCC(=O)O)(c1ccc(O)c(N)c1)c2ccc(O)c(N)c2	9665761	Ki	>	794.33	nM		pKi	<	6.1		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809279	CHEMBL1963831	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK9	7	PubChem BioAssays				Autocuration	BAO_0000019	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1986722	1308013	CHEMBL1986722	1308013		SID103904569	267.33	1.82	59.22	0	NC(=O)c1ccc(cc1N2CCCC2)c3ccncc3	9665841	Ki	=	1000	nM	6	pKi	=	6		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809279	CHEMBL1963831	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK9	7	PubChem BioAssays				Autocuration	BAO_0000019	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1987430	1308721	CHEMBL1987430	1308721		SID103904902	374.36	4.87	66.91	0	CCCc1ccc2nccc(NC(=O)Nc3cccc(n3)C(F)(F)F)c2c1	9661616	Ki	>	1258.93	nM		pKi	<	5.9		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809279	CHEMBL1963831	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK9	7	PubChem BioAssays				Autocuration	BAO_0000019	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1990885	1312176	CHEMBL1990885	1312176		SID103905670	398.47	3	77.22	0	CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc23)c1C	9665813	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809279	CHEMBL1963831	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK9	7	PubChem BioAssays				Autocuration	BAO_0000019	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1996176	1317467	CHEMBL1996176	1317467		SID103905115	210.23	2.12	44.89	0	O=C1Nc2ccccc2C1=Cc3ccc[nH]3	9665864	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809279	CHEMBL1963831	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK9	7	PubChem BioAssays				Autocuration	BAO_0000019	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1992073	1313364	CHEMBL1992073	1313364		SID103904917	373.47	1.78	100.53	0	CCC1CC(CC1c2ncc3cnc4[nH]ccc4n23)NS(=O)(=O)C5CC5	9665751	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809279	CHEMBL1963831	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK9	7	PubChem BioAssays				Autocuration	BAO_0000019	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL235157	399818	CHEMBL235157	399818		SID103905635	334.37	2.61	96.28	0	COc1cc2ncc3c(N)nc4c(C)c(N)ccc4c3c2cc1OC	9665773	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809279	CHEMBL1963831	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK9	7	PubChem BioAssays				Autocuration	BAO_0000019	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1978448	1299739	CHEMBL1978448	1299739		SID103904912	331.39	1.57	79.79	0	CS(=O)(=O)N(Cc1ccc2NC(=O)c3cccn3c2c1)C4CC4	9661626	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809279	CHEMBL1963831	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK9	7	PubChem BioAssays				Autocuration	BAO_0000019	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL592030	590223	CHEMBL592030	590223		SID103904960	439.54	3.82	139.67	0	NCCCn1cc(c2cc(c3cc4ccccc4s3)c5[nH]ncc5c2)c6nc(N)ncc16	9665925	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809279	CHEMBL1963831	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK9	7	PubChem BioAssays				Autocuration	BAO_0000019	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL2004637	1325928	CHEMBL2004637	1325928		SID103904825	498.62	4.55	105.27	0	CCN(CCN)C(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C	9665923	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809279	CHEMBL1963831	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK9	7	PubChem BioAssays				Autocuration	BAO_0000019	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL2003514	1324805	CHEMBL2003514	1324805		SID103904909	334.37	1.67	77	0	COc1cccc(c1)C(C)NC(=O)c2cnc(nc2)c3ccncc3	9661759	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809279	CHEMBL1963831	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK9	7	PubChem BioAssays				Autocuration	BAO_0000019	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL2002586	1323877	CHEMBL2002586	1323877		SID103904731	401.91	4.76	90.55	0	Clc1cc(Nc2nc(NC3CC3)c4sccc4n2)ccc1N5CCOCC5	9665905	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809279	CHEMBL1963831	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK9	7	PubChem BioAssays				Autocuration	BAO_0000019	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL24828	33576	CHEMBL24828	33576	VANDETANIB	SID103905338	475.35	5.09	59.51	1	COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC4CCN(C)CC4	9661725	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809279	CHEMBL1963831	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK9	7	PubChem BioAssays				Autocuration	BAO_0000019	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1991678	1312969	CHEMBL1991678	1312969		SID103904779	424.45	3.36	88.23	0	Cc1nccn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc12)c4ccc(F)cc4F	9665766	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809279	CHEMBL1963831	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK9	7	PubChem BioAssays				Autocuration	BAO_0000019	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1996176	1317467	CHEMBL1996176	1317467		SID103905116	210.23	2.12	44.89	0	O=C1Nc2ccccc2C1=Cc3ccc[nH]3	9665787	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809279	CHEMBL1963831	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK9	7	PubChem BioAssays				Autocuration	BAO_0000019	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1967878	1289169	CHEMBL1967878	1289169	Cenisertib	SID103904402	451.54	3.13	99.41	0	CN1CCN(CC1)c2ccc(Nc3ncc(F)c(NC4C5CC(C=C5)C4C(=O)N)n3)cc2C	9665750	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809279	CHEMBL1963831	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK9	7	PubChem BioAssays				Autocuration	BAO_0000019	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL572878	436277	CHEMBL572878	436277	TOZASERTIB	SID103905648	464.59	4.45	127.37	0	CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(Sc4ccc(NC(=O)C5CC5)cc4)n2	9661679	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809279	CHEMBL1963831	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK9	7	PubChem BioAssays				Autocuration	BAO_0000019	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1973961	1295252	CHEMBL1973961	1295252		SID103905027	491.53	5.29	73.48	1	COc1cc(ccc1C(=O)Nc2n[nH]c3ccc(Cc4cc(F)cc(F)c4)cc23)N5CCN(C)CC5	9661663	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809279	CHEMBL1963831	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK9	7	PubChem BioAssays				Autocuration	BAO_0000019	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
