CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME
CHEMBL3668556	2001538	CHEMBL3668556	2001538		291	484.54	1.99	112.77	0	CNS(=O)(=O)CC(=O)N1CC2CC(=CC2C1)c3cc4c(ccnc4[nH]3)c5cc(F)ccc5OC	15869832	IC50	=	93	nM	7.03	IC50	=	93	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528775	CHEMBL3706310	B	BindingDB_Patents: LANCE ULight TR-FRET Kinase Assay. CDK9 enzyme activities were measured using LANCE ULight TR-FRET kinase assay reagents (PerkinElmer, Waltham, Mass.). Compounds were directly added in 100% DMSO to white low volume assay plates (Perkin Elmer Proxiplate 6008289) using a Labcyte Echo acoustic dispenser. Assay reagents in serine/threonine kinase assay buffer containing 20 mM HEPES, 10 mM MgCl2, 100 mM Na3VO4, and 0.0075% Triton X-100. were added for final reaction mixture concentrations of 1000 uM ATP, 100 nM U-light MBP peptide (Perkin Elmer TRF0109M) and reaction initiated with 4 nM CDK9/Cyclin T1 (Carna Biosciences 04-110). The kinase reaction was carried out for 30 minutes before addition of stopping buffer to a final of 20 mM EDTA and 0.5 nM of LANCE Ultra Europium anti-phospho-MBP antibody (PerkinElmer TRF0201M) in LANCE detection buffer (PerkinElmer CR97-100). The reaction was equilibrated for 1 hour and the signal read in the Perkin Elmer Envision in TR-FRET mode.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	9	Protein	Pkinase	high	94954	CHEMBL3639207			2015						
CHEMBL525012	522756	CHEMBL525012	522756		10	317.34	1.92	82.17	0	O=C1NC(=N/C/1=C\c2c[nH]c3ncccc23)NCc4ccccc4	2296656	IC50	=	95	nM	7.02	IC50	=	.095	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	546027	CHEMBL1034202	B	Inhibition of Cdk9/cyclinT	1	Scientific Literature				Autocuration	BAO_0000357	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	8	Homologous protein			46998	CHEMBL1137791	19555113	J. Med. Chem.	2009	52	14	4380			
CHEMBL3668423	2001404	CHEMBL3668423	2001404		152	395.93	4.57	56.84	0	CN1CCC(CC1)c2cc3c(ccnc3[nH]2)c4nc(NCC5CC5)ccc4Cl	15868217	IC50	=	96	nM	7.02	IC50	=	96	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528775	CHEMBL3706310	B	BindingDB_Patents: LANCE ULight TR-FRET Kinase Assay. CDK9 enzyme activities were measured using LANCE ULight TR-FRET kinase assay reagents (PerkinElmer, Waltham, Mass.). Compounds were directly added in 100% DMSO to white low volume assay plates (Perkin Elmer Proxiplate 6008289) using a Labcyte Echo acoustic dispenser. Assay reagents in serine/threonine kinase assay buffer containing 20 mM HEPES, 10 mM MgCl2, 100 mM Na3VO4, and 0.0075% Triton X-100. were added for final reaction mixture concentrations of 1000 uM ATP, 100 nM U-light MBP peptide (Perkin Elmer TRF0109M) and reaction initiated with 4 nM CDK9/Cyclin T1 (Carna Biosciences 04-110). The kinase reaction was carried out for 30 minutes before addition of stopping buffer to a final of 20 mM EDTA and 0.5 nM of LANCE Ultra Europium anti-phospho-MBP antibody (PerkinElmer TRF0201M) in LANCE detection buffer (PerkinElmer CR97-100). The reaction was equilibrated for 1 hour and the signal read in the Perkin Elmer Envision in TR-FRET mode.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	9	Protein	Pkinase	high	94954	CHEMBL3639207			2015						
CHEMBL3668526	2001508	CHEMBL3668526	2001508		260	438.49	2.5	81.69	0	COc1ccc(F)cc1c2ccnc3[nH]c(cc23)C4=CCN(CC(=O)N(C)C)[C@H](CO)C4	15869802	IC50	=	111	nM	6.96	IC50	=	111	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528775	CHEMBL3706310	B	BindingDB_Patents: LANCE ULight TR-FRET Kinase Assay. CDK9 enzyme activities were measured using LANCE ULight TR-FRET kinase assay reagents (PerkinElmer, Waltham, Mass.). Compounds were directly added in 100% DMSO to white low volume assay plates (Perkin Elmer Proxiplate 6008289) using a Labcyte Echo acoustic dispenser. Assay reagents in serine/threonine kinase assay buffer containing 20 mM HEPES, 10 mM MgCl2, 100 mM Na3VO4, and 0.0075% Triton X-100. were added for final reaction mixture concentrations of 1000 uM ATP, 100 nM U-light MBP peptide (Perkin Elmer TRF0109M) and reaction initiated with 4 nM CDK9/Cyclin T1 (Carna Biosciences 04-110). The kinase reaction was carried out for 30 minutes before addition of stopping buffer to a final of 20 mM EDTA and 0.5 nM of LANCE Ultra Europium anti-phospho-MBP antibody (PerkinElmer TRF0201M) in LANCE detection buffer (PerkinElmer CR97-100). The reaction was equilibrated for 1 hour and the signal read in the Perkin Elmer Envision in TR-FRET mode.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	9	Protein	Pkinase	high	94954	CHEMBL3639207			2015						
CHEMBL3668561	2001543	CHEMBL3668561	2001543		296	490.57	3.1	81.69	0	COc1ccc(F)cc1c2ccnc3[nH]c(cc23)C4=CC5CN(CC(=O)N6CCC[C@H]6CO)CC5C4	15869837	IC50	=	125	nM	6.9	IC50	=	125	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528775	CHEMBL3706310	B	BindingDB_Patents: LANCE ULight TR-FRET Kinase Assay. CDK9 enzyme activities were measured using LANCE ULight TR-FRET kinase assay reagents (PerkinElmer, Waltham, Mass.). Compounds were directly added in 100% DMSO to white low volume assay plates (Perkin Elmer Proxiplate 6008289) using a Labcyte Echo acoustic dispenser. Assay reagents in serine/threonine kinase assay buffer containing 20 mM HEPES, 10 mM MgCl2, 100 mM Na3VO4, and 0.0075% Triton X-100. were added for final reaction mixture concentrations of 1000 uM ATP, 100 nM U-light MBP peptide (Perkin Elmer TRF0109M) and reaction initiated with 4 nM CDK9/Cyclin T1 (Carna Biosciences 04-110). The kinase reaction was carried out for 30 minutes before addition of stopping buffer to a final of 20 mM EDTA and 0.5 nM of LANCE Ultra Europium anti-phospho-MBP antibody (PerkinElmer TRF0201M) in LANCE detection buffer (PerkinElmer CR97-100). The reaction was equilibrated for 1 hour and the signal read in the Perkin Elmer Envision in TR-FRET mode.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	9	Protein	Pkinase	high	94954	CHEMBL3639207			2015						
CHEMBL3668532	2001514	CHEMBL3668532	2001514		267	479.48	2.41	105.47	0	COc1ccc(F)cc1c2c(F)cnc3[nH]c(C4=CCN(CC(=O)N5CC(O)C5)CC4)c(C#N)c23	15869808	IC50	=	135	nM	6.87	IC50	=	135	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528775	CHEMBL3706310	B	BindingDB_Patents: LANCE ULight TR-FRET Kinase Assay. CDK9 enzyme activities were measured using LANCE ULight TR-FRET kinase assay reagents (PerkinElmer, Waltham, Mass.). Compounds were directly added in 100% DMSO to white low volume assay plates (Perkin Elmer Proxiplate 6008289) using a Labcyte Echo acoustic dispenser. Assay reagents in serine/threonine kinase assay buffer containing 20 mM HEPES, 10 mM MgCl2, 100 mM Na3VO4, and 0.0075% Triton X-100. were added for final reaction mixture concentrations of 1000 uM ATP, 100 nM U-light MBP peptide (Perkin Elmer TRF0109M) and reaction initiated with 4 nM CDK9/Cyclin T1 (Carna Biosciences 04-110). The kinase reaction was carried out for 30 minutes before addition of stopping buffer to a final of 20 mM EDTA and 0.5 nM of LANCE Ultra Europium anti-phospho-MBP antibody (PerkinElmer TRF0201M) in LANCE detection buffer (PerkinElmer CR97-100). The reaction was equilibrated for 1 hour and the signal read in the Perkin Elmer Envision in TR-FRET mode.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	9	Protein	Pkinase	high	94954	CHEMBL3639207			2015						
CHEMBL3668425	2001406	CHEMBL3668425	2001406		154	468.03	4.75	66.07	0	CN1CCC(CC1)c2cc3c(ccnc3[nH]2)c4nc(NCC5CCOC(C)(C)C5)ccc4Cl	15868219	IC50	=	150	nM	6.82	IC50	=	150	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528775	CHEMBL3706310	B	BindingDB_Patents: LANCE ULight TR-FRET Kinase Assay. CDK9 enzyme activities were measured using LANCE ULight TR-FRET kinase assay reagents (PerkinElmer, Waltham, Mass.). Compounds were directly added in 100% DMSO to white low volume assay plates (Perkin Elmer Proxiplate 6008289) using a Labcyte Echo acoustic dispenser. Assay reagents in serine/threonine kinase assay buffer containing 20 mM HEPES, 10 mM MgCl2, 100 mM Na3VO4, and 0.0075% Triton X-100. were added for final reaction mixture concentrations of 1000 uM ATP, 100 nM U-light MBP peptide (Perkin Elmer TRF0109M) and reaction initiated with 4 nM CDK9/Cyclin T1 (Carna Biosciences 04-110). The kinase reaction was carried out for 30 minutes before addition of stopping buffer to a final of 20 mM EDTA and 0.5 nM of LANCE Ultra Europium anti-phospho-MBP antibody (PerkinElmer TRF0201M) in LANCE detection buffer (PerkinElmer CR97-100). The reaction was equilibrated for 1 hour and the signal read in the Perkin Elmer Envision in TR-FRET mode.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	9	Protein	Pkinase	high	94954	CHEMBL3639207			2015						
CHEMBL3668468	2001449	CHEMBL3668468	2001449		198	446.92	3.41	77.66	0	FC1(F)CN[C@H](CNc2ccc(Cl)c(n2)c3ccnc4[nH]c(cc34)C5CCNCC5)C1	15869743	IC50	=	160	nM	6.8	IC50	=	160	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528775	CHEMBL3706310	B	BindingDB_Patents: LANCE ULight TR-FRET Kinase Assay. CDK9 enzyme activities were measured using LANCE ULight TR-FRET kinase assay reagents (PerkinElmer, Waltham, Mass.). Compounds were directly added in 100% DMSO to white low volume assay plates (Perkin Elmer Proxiplate 6008289) using a Labcyte Echo acoustic dispenser. Assay reagents in serine/threonine kinase assay buffer containing 20 mM HEPES, 10 mM MgCl2, 100 mM Na3VO4, and 0.0075% Triton X-100. were added for final reaction mixture concentrations of 1000 uM ATP, 100 nM U-light MBP peptide (Perkin Elmer TRF0109M) and reaction initiated with 4 nM CDK9/Cyclin T1 (Carna Biosciences 04-110). The kinase reaction was carried out for 30 minutes before addition of stopping buffer to a final of 20 mM EDTA and 0.5 nM of LANCE Ultra Europium anti-phospho-MBP antibody (PerkinElmer TRF0201M) in LANCE detection buffer (PerkinElmer CR97-100). The reaction was equilibrated for 1 hour and the signal read in the Perkin Elmer Envision in TR-FRET mode.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	9	Protein	Pkinase	high	94954	CHEMBL3639207			2015						
CHEMBL14762	14221	CHEMBL14762	14221	SELICICLIB	(R)-roscovitine	354.45	3.32	87.89	0	CC[C@H](CO)Nc1nc(NCc2ccccc2)c3ncn(C(C)C)c3n1	2496348	IC50	=	230	nM	6.64	IC50	=	.23	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	515900	CHEMBL993954	B	Inhibition of human recombinant CDK9/cyclin T expressed in baculovirus-infected insect cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	9	Protein	Pkinase	high	45634	CHEMBL1143353	19128055	J. Med. Chem.	2009	52	3	655			
CHEMBL454646	453193	CHEMBL454646	453193		9	394.55	2.52	133.59	0	CC1CNCC(C1)C(=O)Nc2ncc(SCc3oc(cn3)C(C)(C)C)s2	2592878	IC50	=	270	nM	6.57	IC50	=	.27	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	557991	CHEMBL965586	B	Inhibition of CDK9-mediated RNA pol 2 phosphorylation at ser2 in human HCT116 cells after 16 hrs by HCS assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	9	Protein	Pkinase	high	44875	CHEMBL1152130	18926699	Bioorg. Med. Chem. Lett.	2008	18	23	6236			
CHEMBL3668415	2001395	CHEMBL3668415	2001395		143	404.51	2.21	85.94	0	O=C1CCCN1CCNc2cccc(n2)c3ccnc4[nH]c(cc34)C5CCNCC5	15868208	IC50	=	320	nM	6.5	IC50	=	320	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528775	CHEMBL3706310	B	BindingDB_Patents: LANCE ULight TR-FRET Kinase Assay. CDK9 enzyme activities were measured using LANCE ULight TR-FRET kinase assay reagents (PerkinElmer, Waltham, Mass.). Compounds were directly added in 100% DMSO to white low volume assay plates (Perkin Elmer Proxiplate 6008289) using a Labcyte Echo acoustic dispenser. Assay reagents in serine/threonine kinase assay buffer containing 20 mM HEPES, 10 mM MgCl2, 100 mM Na3VO4, and 0.0075% Triton X-100. were added for final reaction mixture concentrations of 1000 uM ATP, 100 nM U-light MBP peptide (Perkin Elmer TRF0109M) and reaction initiated with 4 nM CDK9/Cyclin T1 (Carna Biosciences 04-110). The kinase reaction was carried out for 30 minutes before addition of stopping buffer to a final of 20 mM EDTA and 0.5 nM of LANCE Ultra Europium anti-phospho-MBP antibody (PerkinElmer TRF0201M) in LANCE detection buffer (PerkinElmer CR97-100). The reaction was equilibrated for 1 hour and the signal read in the Perkin Elmer Envision in TR-FRET mode.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	9	Protein	Pkinase	high	94954	CHEMBL3639207			2015						
CHEMBL3668416	2001396	CHEMBL3668416	2001396		144	432.56	3.1	68.36	0	CN(CCN1CCCC1=O)c2cccc(n2)c3ccnc4[nH]c(cc34)C5CCN(C)CC5	15868209	IC50	=	370	nM	6.43	IC50	=	370	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528775	CHEMBL3706310	B	BindingDB_Patents: LANCE ULight TR-FRET Kinase Assay. CDK9 enzyme activities were measured using LANCE ULight TR-FRET kinase assay reagents (PerkinElmer, Waltham, Mass.). Compounds were directly added in 100% DMSO to white low volume assay plates (Perkin Elmer Proxiplate 6008289) using a Labcyte Echo acoustic dispenser. Assay reagents in serine/threonine kinase assay buffer containing 20 mM HEPES, 10 mM MgCl2, 100 mM Na3VO4, and 0.0075% Triton X-100. were added for final reaction mixture concentrations of 1000 uM ATP, 100 nM U-light MBP peptide (Perkin Elmer TRF0109M) and reaction initiated with 4 nM CDK9/Cyclin T1 (Carna Biosciences 04-110). The kinase reaction was carried out for 30 minutes before addition of stopping buffer to a final of 20 mM EDTA and 0.5 nM of LANCE Ultra Europium anti-phospho-MBP antibody (PerkinElmer TRF0201M) in LANCE detection buffer (PerkinElmer CR97-100). The reaction was equilibrated for 1 hour and the signal read in the Perkin Elmer Envision in TR-FRET mode.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	9	Protein	Pkinase	high	94954	CHEMBL3639207			2015						
CHEMBL297570	71352	CHEMBL297570	71352		6	380.53	2.21	133.59	0	CC(C)(C)c1oc(CSc2cnc(NC(=O)C3CCCNC3)s2)nc1	2592881	IC50	=	550	nM	6.26	IC50	=	.55	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	557991	CHEMBL965586	B	Inhibition of CDK9-mediated RNA pol 2 phosphorylation at ser2 in human HCT116 cells after 16 hrs by HCS assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	9	Protein	Pkinase	high	44875	CHEMBL1152130	18926699	Bioorg. Med. Chem. Lett.	2008	18	23	6236			
CHEMBL3673554	2006586	CHEMBL3673554	2006586		369	437.51	4.39	67.45	0	COc1ccc(F)cc1c2ccnc3[nH]c(cc23)C4=CCN(CC(=O)OC(C)(C)C)CC4	15869904	IC50	=	570	nM	6.24	IC50	=	570	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528775	CHEMBL3706310	B	BindingDB_Patents: LANCE ULight TR-FRET Kinase Assay. CDK9 enzyme activities were measured using LANCE ULight TR-FRET kinase assay reagents (PerkinElmer, Waltham, Mass.). Compounds were directly added in 100% DMSO to white low volume assay plates (Perkin Elmer Proxiplate 6008289) using a Labcyte Echo acoustic dispenser. Assay reagents in serine/threonine kinase assay buffer containing 20 mM HEPES, 10 mM MgCl2, 100 mM Na3VO4, and 0.0075% Triton X-100. were added for final reaction mixture concentrations of 1000 uM ATP, 100 nM U-light MBP peptide (Perkin Elmer TRF0109M) and reaction initiated with 4 nM CDK9/Cyclin T1 (Carna Biosciences 04-110). The kinase reaction was carried out for 30 minutes before addition of stopping buffer to a final of 20 mM EDTA and 0.5 nM of LANCE Ultra Europium anti-phospho-MBP antibody (PerkinElmer TRF0201M) in LANCE detection buffer (PerkinElmer CR97-100). The reaction was equilibrated for 1 hour and the signal read in the Perkin Elmer Envision in TR-FRET mode.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	9	Protein	Pkinase	high	94954	CHEMBL3639207			2015						
CHEMBL3668358	2001338	CHEMBL3668358	2001338		84	524.08	5.25	99.36	2	CC(C)S(=O)(=O)N1CCCC(C1)c2cc3c(c(Cl)cnc3[nH]2)c4cccc(NCc5ccccc5)n4	15868151	IC50	=	600	nM	6.22	IC50	=	600	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528775	CHEMBL3706310	B	BindingDB_Patents: LANCE ULight TR-FRET Kinase Assay. CDK9 enzyme activities were measured using LANCE ULight TR-FRET kinase assay reagents (PerkinElmer, Waltham, Mass.). Compounds were directly added in 100% DMSO to white low volume assay plates (Perkin Elmer Proxiplate 6008289) using a Labcyte Echo acoustic dispenser. Assay reagents in serine/threonine kinase assay buffer containing 20 mM HEPES, 10 mM MgCl2, 100 mM Na3VO4, and 0.0075% Triton X-100. were added for final reaction mixture concentrations of 1000 uM ATP, 100 nM U-light MBP peptide (Perkin Elmer TRF0109M) and reaction initiated with 4 nM CDK9/Cyclin T1 (Carna Biosciences 04-110). The kinase reaction was carried out for 30 minutes before addition of stopping buffer to a final of 20 mM EDTA and 0.5 nM of LANCE Ultra Europium anti-phospho-MBP antibody (PerkinElmer TRF0201M) in LANCE detection buffer (PerkinElmer CR97-100). The reaction was equilibrated for 1 hour and the signal read in the Perkin Elmer Envision in TR-FRET mode.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	9	Protein	Pkinase	high	94954	CHEMBL3639207			2015						
CHEMBL3655770	1988623	CHEMBL3655770	1988623		9	369.46	2.55	100.78	0	CC[C@H](Nc1nc(NCc2ccncc2)c3ncn(C(C)C)c3n1)[C@@H](C)O	16273434	IC50	=	610	nM	6.22	IC50	=	610	nM	226146			BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1536116	CHEMBL3707641	B	BindingDB_Patents: Kinase Assay. To evaluate the in-vitro kinase potency of the compounds, they were screened against CDK 2 and CDK9. Kinase assays were performed in 96-well plates using recombinant CDK/cyclins generated at Cyclacel. Ltd Dundee, UK.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	9	Protein	Pkinase	high	94207	CHEMBL3638727			2013						
CHEMBL3673511	2006543	CHEMBL3673511	2006543		325	412.53	3.87	60.94	0	CN(Cc1ccccc1)c2cncc(n2)c3ccnc4[nH]c(cc34)C5CCN(C)CC5	15869861	IC50	=	620	nM	6.21	IC50	=	620	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528775	CHEMBL3706310	B	BindingDB_Patents: LANCE ULight TR-FRET Kinase Assay. CDK9 enzyme activities were measured using LANCE ULight TR-FRET kinase assay reagents (PerkinElmer, Waltham, Mass.). Compounds were directly added in 100% DMSO to white low volume assay plates (Perkin Elmer Proxiplate 6008289) using a Labcyte Echo acoustic dispenser. Assay reagents in serine/threonine kinase assay buffer containing 20 mM HEPES, 10 mM MgCl2, 100 mM Na3VO4, and 0.0075% Triton X-100. were added for final reaction mixture concentrations of 1000 uM ATP, 100 nM U-light MBP peptide (Perkin Elmer TRF0109M) and reaction initiated with 4 nM CDK9/Cyclin T1 (Carna Biosciences 04-110). The kinase reaction was carried out for 30 minutes before addition of stopping buffer to a final of 20 mM EDTA and 0.5 nM of LANCE Ultra Europium anti-phospho-MBP antibody (PerkinElmer TRF0201M) in LANCE detection buffer (PerkinElmer CR97-100). The reaction was equilibrated for 1 hour and the signal read in the Perkin Elmer Envision in TR-FRET mode.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	9	Protein	Pkinase	high	94954	CHEMBL3639207			2015						
CHEMBL1967252	1288543	CHEMBL1967252	1288543		SGCV153, 49830586	209.25	2.12	41.57	0	Cc1n[nH]c2ccc(cc12)c3cccnc3	13418820	IC50	=	630.96	nM	6.2	pIC50	=	6.2				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	979939	CHEMBL2422672	B	Inhibition of CDK9 (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	9	Protein	Pkinase	high	74702	CHEMBL2417410	23937569	J. Med. Chem.	2013	56	17	6991			
CHEMBL189963	319858	CHEMBL189963	319858	PALBOCICLIB	SGCV1170, PD0332991	447.53	2.8	103.35	0	CC(=O)C1=C(C)c2cnc(Nc3ccc(cn3)N4CCNCC4)nc2N(C5CCCC5)C1=O	13418845	IC50	=	794.33	nM	6.1	pIC50	=	6.1				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	979939	CHEMBL2422672	B	Inhibition of CDK9 (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	9	Protein	Pkinase	high	74702	CHEMBL2417410	23937569	J. Med. Chem.	2013	56	17	6991			
CHEMBL489833	499108	CHEMBL489833	499108		15	451.27	3.51	84.47	0	Cn1cc(C2=C(C(=O)NC2=O)c3coc4cc(CO)ccc34)c5cc(Br)ccc15	2418874	IC50	=	1220	nM	5.91	IC50	=	1.22	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	563649	CHEMBL963384	B	Inhibition of CDK9/cyclin T1	1	Scientific Literature				Autocuration	BAO_0000357	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	8	Homologous protein			46297	CHEMBL1153825	19338355	J. Med. Chem.	2009	52	7	1853			
CHEMBL3655763	1988616	CHEMBL3655763	1988616		2	383.49	2.83	100.78	0	CC[C@H](Nc1nc(NCc2ccc(C)nc2)c3ncn(C(C)C)c3n1)[C@@H](C)O	16265751	IC50	=	3630	nM	5.44	IC50	=	3630	nM	226139			BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1536116	CHEMBL3707641	B	BindingDB_Patents: Kinase Assay. To evaluate the in-vitro kinase potency of the compounds, they were screened against CDK 2 and CDK9. Kinase assays were performed in 96-well plates using recombinant CDK/cyclins generated at Cyclacel. Ltd Dundee, UK.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	9	Protein	Pkinase	high	94207	CHEMBL3638727			2013						
CHEMBL3589675	1950827	CHEMBL3589675	1950827		5w	402.83	5.73	75.21	1	COc1ccc(cc1)c2ccc3nc(C(=O)O)c4c5cccc(Cl)c5[nH]c4c3c2	15643374	IC50	>	10000	nM		IC50	>	10	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1502244	CHEMBL3591180	B	Inhibition of human recombinant CDK9 expressed in insect cells using CDK7/9 tide as substrate after 30 mins by scintillation counting analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	9	Protein			92690	CHEMBL3588821	25730262	J. Med. Chem.	2015	58	7	3131			
CHEMBL2205766	1445393	CHEMBL2205766	1445393		14, CZC24758	346.41	.61	123.65	0	CC(C)(C)NS(=O)(=O)c1cncc(c1)c2ccn3nc(N)nc3c2	12183908	IC50	>	10000	nM		pIC50	<	5				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	881171	CHEMBL2211476	B	Inhibition of CDK9	1	Scientific Literature				Autocuration	BAO_0000357	11626	CHEMBL3116	SINGLE PROTEIN	P50750	Cyclin-dependent kinase 9	Homo sapiens	8	Homologous protein			66857	CHEMBL2203257	22726925	Bioorg. Med. Chem. Lett.	2012	22	14	4613			
